abru1239	por	pēṭṭa	belly, basket	8376	2-1-1611.html
abru1239	xarnišeró	khaṇḍá	broken, crippled, having gaps or chasms, fragment, having no nails, defective	3792	1-1-175.html
assa1263	khãrā	khaṇḍá	broken, crippled, having gaps or chasms, fragment, having no nails, defective	3792	1-1-175.html
assa1263	peṭ	pēṭṭa	belly, basket	8376	2-1-1611.html
assa1263	peṭu	pēṭṭa	belly, basket	8376	2-1-1611.html
bagh1251	khaṇḍā	khaṇḍá	broken, crippled, having gaps or chasms, fragment, having no nails, defective	3792	1-1-175.html
balk1252	pei̦	pēṭṭa	belly, basket	8376	2-1-1611.html
balk1252	poi̦	pēṭṭa	belly, basket	8376	2-1-1611.html
balk1252	xai̦i	khaṇḍá	broken, crippled, having gaps or chasms, fragment, having no nails, defective	3792	1-1-175.html
beng1280	khān	khaṇḍá	broken, crippled, having gaps or chasms, fragment, having no nails, defective	3792	1-1-175.html
beng1280	peṭ	pēṭṭa	belly, basket	8376	2-1-1611.html
beng1280	põṭā	pēṭṭa	belly, basket	8376	2-1-1611.html
bhal1244	peṭ	pēṭṭa	belly, basket	8376	2-1-1611.html
bhal1244	pɔ̈̄t	pēṭṭa	belly, basket	8376	2-1-1611.html
bhoj1244	khã̄ṛā	khaṇḍá	broken, crippled, having gaps or chasms, fragment, having no nails, defective	3792	1-1-175.html
bohe1241	pora	pēṭṭa	belly, basket	8376	2-1-1611.html
bohe1241	xarno	khaṇḍá	broken, crippled, having gaps or chasms, fragment, having no nails, defective	3792	1-1-175.html
doma1260	pēṭ	pēṭṭa	belly, basket	8376	2-1-1611.html
gang1265	peṭ	pēṭṭa	belly, basket	8376	2-1-1611.html
garh1243	peṭ	pēṭṭa	belly, basket	8376	2-1-1611.html
garh1243	poṭgu	pēṭṭa	belly, basket	8376	2-1-1611.html
gawa1247	khaṇḍa	khaṇḍá	broken, crippled, having gaps or chasms, fragment, having no nails, defective	3792	1-1-175.html
gawa1247	kān	khaṇḍá	broken, crippled, having gaps or chasms, fragment, having no nails, defective	3792	1-1-175.html
guja1252	khã̄ḍũ	khaṇḍá	broken, crippled, having gaps or chasms, fragment, having no nails, defective	3792	1-1-175.html
guja1252	peḍũ	pēṭṭa	belly, basket	8376	2-1-1611.html
guja1252	peṭ	pēṭṭa	belly, basket	8376	2-1-1611.html
hind1269	khaṇḍar	khaṇḍá	broken, crippled, having gaps or chasms, fragment, having no nails, defective	3792	1-1-175.html
hind1269	khaṇḍā	khaṇḍá	broken, crippled, having gaps or chasms, fragment, having no nails, defective	3792	1-1-175.html
hind1269	peṛū	pēṭṭa	belly, basket	8376	2-1-1611.html
hind1269	peṭ	pēṭṭa	belly, basket	8376	2-1-1611.html
hind1269	poṭā	pēṭṭa	belly, basket	8376	2-1-1611.html
indu1241	khān	khaṇḍá	broken, crippled, having gaps or chasms, fragment, having no nails, defective	3792	1-1-175.html
kach1277	khāṇḍho	khaṇḍá	broken, crippled, having gaps or chasms, fragment, having no nails, defective	3792	1-1-175.html
kala1373	khan	khaṇḍá	broken, crippled, having gaps or chasms, fragment, having no nails, defective	3792	1-1-175.html
kash1277	khạnḍarun	khaṇḍá	broken, crippled, having gaps or chasms, fragment, having no nails, defective	3792	1-1-175.html
